,DateTime,Time,EX,SYM_ROOT,BID,BIDSIZ,ASK,ASKSIZ,NATBBO_IND,QU_COND
5364,2018-01-04,09:30:37.891906,B,AAPL,172.89,3,172.97,1,2,R
5365,2018-01-04,09:30:37.892224,K,AAPL,172.94,1,172.97,4,2,R
5366,2018-01-04,09:30:37.892285,K,AAPL,172.89,8,172.97,4,2,R
5367,2018-01-04,09:30:37.892323,B,AAPL,172.94,1,172.97,1,2,R
5368,2018-01-04,09:30:37.892386,B,AAPL,172.89,3,172.97,1,2,R
5369,2018-01-04,09:30:37.892704,K,AAPL,172.94,1,172.97,4,2,R
5370,2018-01-04,09:30:37.892762,K,AAPL,172.89,8,172.97,4,2,R
5371,2018-01-04,09:30:37.892797,B,AAPL,172.94,1,172.97,1,2,R
5372,2018-01-04,09:30:37.892868,B,AAPL,172.89,3,172.97,1,2,R
5373,2018-01-04,09:30:37.893173,K,AAPL,172.94,1,172.97,4,2,R
5374,2018-01-04,09:30:37.893249,K,AAPL,172.89,8,172.97,4,2,R
5375,2018-01-04,09:30:37.893271,B,AAPL,172.94,1,172.97,1,2,R
5376,2018-01-04,09:30:37.893348,B,AAPL,172.89,3,172.97,1,2,R
5377,2018-01-04,09:30:37.893648,K,AAPL,172.94,1,172.97,4,2,R
5378,2018-01-04,09:30:37.893726,K,AAPL,172.89,8,172.97,4,2,R
5379,2018-01-04,09:30:37.893754,B,AAPL,172.94,1,172.97,1,2,R
5380,2018-01-04,09:30:37.893823,B,AAPL,172.89,3,172.97,1,2,R
5381,2018-01-04,09:30:37.894140,K,AAPL,172.94,1,172.97,4,2,R
5382,2018-01-04,09:30:37.894203,K,AAPL,172.89,8,172.97,4,2,R
5383,2018-01-04,09:30:37.894253,B,AAPL,172.94,1,172.97,1,2,R
5384,2018-01-04,09:30:37.894313,B,AAPL,172.89,3,172.97,1,2,R
5385,2018-01-04,09:30:37.894630,K,AAPL,172.94,1,172.97,4,2,R
5386,2018-01-04,09:30:37.894678,Q,AAPL,172.89,6,172.95,2,0,R
5387,2018-01-04,09:30:37.894692,K,AAPL,172.89,8,172.97,4,2,R
5388,2018-01-04,09:30:37.894731,B,AAPL,172.94,1,172.97,1,2,R
5389,2018-01-04,09:30:37.894818,B,AAPL,172.89,3,172.97,1,2,R
5390,2018-01-04,09:30:37.894975,Q,AAPL,172.94,1,172.95,2,4,R
5391,2018-01-04,09:30:37.895069,B,AAPL,172.94,1,172.97,1,0,R
5392,2018-01-04,09:30:37.895113,K,AAPL,172.94,1,172.97,4,0,R
5393,2018-01-04,09:30:37.895197,K,AAPL,172.89,8,172.97,4,0,R
5394,2018-01-04,09:30:37.895356,K,AAPL,172.94,1,172.97,4,0,R
5395,2018-01-04,09:30:37.895704,P,AAPL,172.88,2,172.99,1,0,R
5396,2018-01-04,09:30:37.920933,Y,AAPL,172.89,1,172.97,1,0,R
5397,2018-01-04,09:30:37.920941,Z,AAPL,172.89,4,172.97,5,0,R
5398,2018-01-04,09:30:37.921041,Z,AAPL,172.9,4,172.97,5,0,R
5399,2018-01-04,09:30:37.921047,Z,AAPL,172.89,4,172.97,5,0,R
5400,2018-01-04,09:30:37.921139,Z,AAPL,172.9,5,172.97,5,0,R
5401,2018-01-04,09:30:37.921144,Z,AAPL,172.89,4,172.97,5,0,R
5402,2018-01-04,09:30:37.921232,Z,AAPL,172.9,4,172.97,5,0,R
5403,2018-01-04,09:30:37.921237,Z,AAPL,172.89,4,172.97,5,0,R
5404,2018-01-04,09:30:37.942403,Y,AAPL,172.89,1,172.98,1,0,R
5405,2018-01-04,09:30:37.942465,B,AAPL,172.94,1,172.98,1,0,R
5406,2018-01-04,09:30:37.942513,X,AAPL,172.83,4,172.98,5,0,R
5407,2018-01-04,09:30:37.942853,Z,AAPL,172.89,4,172.98,3,0,R
5408,2018-01-04,09:30:37.944299,Q,AAPL,172.94,2,172.95,2,4,R
5409,2018-01-04,09:30:38.007939,K,AAPL,172.94,1,172.98,4,0,R
5410,2018-01-04,09:30:38.183400,J,AAPL,172.58,1,173.17,1,0,R
5411,2018-01-04,09:30:38.233719,B,AAPL,172.9,1,172.98,1,0,R
5412,2018-01-04,09:30:38.233735,Q,AAPL,172.94,2,172.98,5,2,R
5413,2018-01-04,09:30:38.233751,Q,AAPL,172.94,1,172.98,5,2,R
5414,2018-01-04,09:30:38.233753,Q,AAPL,172.9,3,172.98,5,0,R
5415,2018-01-04,09:30:38.233769,Q,AAPL,172.95,1,172.98,5,2,R
5416,2018-01-04,09:30:38.233775,Q,AAPL,172.95,1,172.97,1,4,R
5417,2018-01-04,09:30:38.233780,B,AAPL,172.89,2,172.98,1,0,R
5418,2018-01-04,09:30:38.233798,X,AAPL,172.83,4,172.97,1,0,R
5419,2018-01-04,09:30:38.233804,Q,AAPL,172.9,3,172.97,1,2,R
5420,2018-01-04,09:30:38.233808,Q,AAPL,172.89,5,172.97,1,0,R
5421,2018-01-04,09:30:38.233809,Q,AAPL,172.89,5,172.97,2,2,R
5422,2018-01-04,09:30:38.233813,Q,AAPL,172.89,5,172.97,3,2,R
5423,2018-01-04,09:30:38.233848,Q,AAPL,172.89,5,172.96,1,2,R
5424,2018-01-04,09:30:38.233854,Q,AAPL,172.89,5,172.96,2,2,R
5425,2018-01-04,09:30:38.233854,Q,AAPL,172.89,5,172.96,3,2,R
5426,2018-01-04,09:30:38.233907,X,AAPL,172.83,4,172.97,5,0,R
5427,2018-01-04,09:30:38.233957,K,AAPL,172.9,3,172.98,4,2,R
5428,2018-01-04,09:30:38.234056,K,AAPL,172.9,3,172.95,1,4,R
5429,2018-01-04,09:30:38.234061,Y,AAPL,172.89,1,172.98,1,0,R
5430,2018-01-04,09:30:38.234067,J,AAPL,172.58,1,173.17,1,0,R
5431,2018-01-04,09:30:38.234075,Y,AAPL,172.89,1,172.98,1,0,R
5432,2018-01-04,09:30:38.234093,K,AAPL,172.89,4,172.95,1,2,R
5433,2018-01-04,09:30:38.234129,K,AAPL,172.89,4,172.98,4,2,R
5434,2018-01-04,09:30:38.234175,Q,AAPL,172.89,5,172.94,1,4,R
5435,2018-01-04,09:30:38.234185,Y,AAPL,172.89,1,172.98,2,0,R
5436,2018-01-04,09:30:38.234193,Z,AAPL,172.89,4,172.96,1,0,R
5437,2018-01-04,09:30:38.234201,Y,AAPL,172.89,1,172.98,1,0,R
5438,2018-01-04,09:30:38.234205,Q,AAPL,172.89,5,172.94,2,4,R
5439,2018-01-04,09:30:38.234222,Q,AAPL,172.89,5,172.94,1,4,R
5440,2018-01-04,09:30:38.234228,K,AAPL,172.89,4,172.98,4,0,R
5441,2018-01-04,09:30:38.234243,K,AAPL,172.89,4,172.97,3,0,R
5442,2018-01-04,09:30:38.234279,Q,AAPL,172.9,1,172.94,1,4,R
5443,2018-01-04,09:30:38.234298,Y,AAPL,172.89,1,172.97,1,0,R
5444,2018-01-04,09:30:38.234302,Q,AAPL,172.9,1,172.94,2,4,R
5445,2018-01-04,09:30:38.234304,Y,AAPL,172.89,1,172.98,1,0,R
5446,2018-01-04,09:30:38.234308,Q,AAPL,172.9,2,172.94,2,4,R
5447,2018-01-04,09:30:38.234312,J,AAPL,172.58,1,173.17,1,0,R
5448,2018-01-04,09:30:38.234326,Y,AAPL,172.92,1,172.98,1,2,R
5449,2018-01-04,09:30:38.234327,K,AAPL,172.92,1,172.97,3,0,R
5450,2018-01-04,09:30:38.234331,Y,AAPL,172.89,1,172.98,1,2,R
5451,2018-01-04,09:30:38.234339,Z,AAPL,172.92,1,172.96,1,0,R
5452,2018-01-04,09:30:38.234353,Z,AAPL,172.89,4,172.96,1,0,R
5453,2018-01-04,09:30:38.234361,K,AAPL,172.89,4,172.97,3,2,R
5454,2018-01-04,09:30:38.234384,Y,AAPL,172.89,1,172.97,1,0,R
5455,2018-01-04,09:30:38.234388,X,AAPL,172.83,4,172.96,9,0,R
5456,2018-01-04,09:30:38.234401,Y,AAPL,172.89,1,172.97,2,0,R
5457,2018-01-04,09:30:38.234404,Z,AAPL,172.89,4,172.97,4,0,R
5458,2018-01-04,09:30:38.234411,P,AAPL,172.88,2,172.98,1,0,R
5459,2018-01-04,09:30:38.234424,Y,AAPL,172.92,1,172.97,2,2,R
5460,2018-01-04,09:30:38.234441,Z,AAPL,172.92,1,172.97,4,0,R
5461,2018-01-04,09:30:38.234443,Y,AAPL,172.92,1,172.97,1,0,R
5462,2018-01-04,09:30:38.234484,P,AAPL,172.88,2,172.98,2,0,R
5463,2018-01-04,09:30:38.234490,Y,AAPL,172.92,1,172.97,2,2,R
5464,2018-01-04,09:30:38.234494,Z,AAPL,172.89,4,172.97,4,2,R
5465,2018-01-04,09:30:38.234495,Y,AAPL,172.89,1,172.97,2,2,R
5466,2018-01-04,09:30:38.234506,Y,AAPL,172.89,1,172.97,1,0,R
5467,2018-01-04,09:30:38.234532,P,AAPL,172.88,1,172.98,2,0,R
5468,2018-01-04,09:30:38.234567,Q,AAPL,172.9,2,172.94,1,4,R
5469,2018-01-04,09:30:38.234602,P,AAPL,172.87,2,172.98,2,0,R
5470,2018-01-04,09:30:38.234616,P,AAPL,172.92,1,172.98,2,2,R
5471,2018-01-04,09:30:38.234637,P,AAPL,172.87,2,172.98,2,2,R
5472,2018-01-04,09:30:38.235688,V,AAPL,172.92,1,173.81,1,2,R
5473,2018-01-04,09:30:38.235742,Q,AAPL,172.9,1,172.94,1,0,R
5474,2018-01-04,09:30:38.235769,Q,AAPL,172.89,5,172.94,1,0,R
5475,2018-01-04,09:30:38.235809,X,AAPL,172.83,4,172.97,5,0,R
5476,2018-01-04,09:30:38.235917,B,AAPL,172.92,1,172.98,1,0,R
5477,2018-01-04,09:30:38.236859,Q,AAPL,172.92,1,172.94,1,0,R
5478,2018-01-04,09:30:38.237412,Z,AAPL,172.89,4,172.97,5,0,R
5479,2018-01-04,09:30:38.237759,Z,AAPL,172.89,4,172.96,1,0,R
5480,2018-01-04,09:30:38.237849,Z,AAPL,172.89,4,172.96,2,0,R
5481,2018-01-04,09:30:38.256444,X,AAPL,172.83,4,172.97,4,0,R
5482,2018-01-04,09:30:38.393950,A,AAPL,172.56,1,173.18,1,0,R
5483,2018-01-04,09:30:38.404934,Q,AAPL,172.92,2,172.94,1,4,R
5484,2018-01-04,09:30:38.405673,P,AAPL,172.87,2,172.96,1,0,R
5485,2018-01-04,09:30:38.405748,P,AAPL,172.87,2,172.96,2,0,R
5486,2018-01-04,09:30:38.442205,P,AAPL,172.87,2,172.96,1,0,R
5487,2018-01-04,09:30:38.445638,X,AAPL,172.83,4,172.93,1,2,R
5488,2018-01-04,09:30:38.445643,Q,AAPL,172.92,2,172.93,1,0,R
5489,2018-01-04,09:30:38.445678,Q,AAPL,172.92,2,172.93,2,4,R
5490,2018-01-04,09:30:38.445731,Q,AAPL,172.92,1,172.93,2,2,R
5491,2018-01-04,09:30:38.445731,Q,AAPL,172.91,3,172.93,2,0,R
5492,2018-01-04,09:30:38.445753,Q,AAPL,172.91,3,172.93,3,2,R
5493,2018-01-04,09:30:38.445757,Q,AAPL,172.91,3,172.93,4,2,R
5494,2018-01-04,09:30:38.445770,B,AAPL,172.89,2,172.98,1,0,R
5495,2018-01-04,09:30:38.445979,X,AAPL,172.9,1,172.93,1,0,R
5496,2018-01-04,09:30:38.446110,Z,AAPL,172.89,4,172.96,7,0,R
5497,2018-01-04,09:30:38.446370,P,AAPL,172.87,2,172.94,1,0,R
5498,2018-01-04,09:30:38.446448,X,AAPL,172.89,4,172.93,1,0,R
5499,2018-01-04,09:30:38.446454,P,AAPL,172.87,2,172.93,1,0,R
5500,2018-01-04,09:30:38.446753,Q,AAPL,172.91,2,172.93,4,0,R
5501,2018-01-04,09:30:38.446812,V,AAPL,172.84,1,173.81,1,2,R
5502,2018-01-04,09:30:38.446867,Q,AAPL,172.91,2,172.93,3,4,R
5503,2018-01-04,09:30:38.446906,Q,AAPL,172.91,2,172.92,1,4,R
5504,2018-01-04,09:30:38.446939,Q,AAPL,172.91,2,172.92,2,4,R
5505,2018-01-04,09:30:38.447194,X,AAPL,172.89,4,172.96,4,0,R
5506,2018-01-04,09:30:38.447220,K,AAPL,172.89,4,172.95,1,0,R
5507,2018-01-04,09:30:38.447437,Z,AAPL,172.89,4,172.95,10,0,R
5508,2018-01-04,09:30:38.447439,K,AAPL,172.89,4,172.95,4,0,R
5509,2018-01-04,09:30:38.447524,Z,AAPL,172.89,4,172.95,11,0,R
5510,2018-01-04,09:30:38.448121,Y,AAPL,172.91,1,172.97,1,0,R
5511,2018-01-04,09:30:38.448232,Q,AAPL,172.91,3,172.92,2,4,R
5512,2018-01-04,09:30:38.450255,Q,AAPL,172.91,3,172.92,1,4,R
5513,2018-01-04,09:30:38.464136,Q,AAPL,172.91,4,172.92,1,4,R
5514,2018-01-04,09:30:38.473077,Q,AAPL,172.91,5,172.92,1,4,R
5515,2018-01-04,09:30:38.481919,Q,AAPL,172.91,5,172.95,4,2,R
5516,2018-01-04,09:30:38.481943,Q,AAPL,172.92,1,172.95,4,2,R
5517,2018-01-04,09:30:38.481964,Q,AAPL,172.91,5,172.95,4,2,R
5518,2018-01-04,09:30:38.481967,Q,AAPL,172.91,5,172.92,1,4,R
5519,2018-01-04,09:30:38.482000,B,AAPL,172.9,1,172.98,1,0,R
5520,2018-01-04,09:30:38.482022,B,AAPL,172.89,2,172.98,1,0,R
5521,2018-01-04,09:30:38.482047,B,AAPL,172.9,1,172.98,1,0,R
5522,2018-01-04,09:30:38.482310,Y,AAPL,172.92,1,172.97,1,2,R
5523,2018-01-04,09:30:38.482330,Y,AAPL,172.91,1,172.97,1,2,R
5524,2018-01-04,09:30:38.482416,Q,AAPL,172.91,4,172.92,1,4,R
5525,2018-01-04,09:30:38.482468,Q,AAPL,172.91,4,172.95,4,2,R
5526,2018-01-04,09:30:38.482489,Q,AAPL,172.92,1,172.95,4,2,R
5527,2018-01-04,09:30:38.482638,P,AAPL,172.87,2,172.94,1,2,R
5528,2018-01-04,09:30:38.482646,Q,AAPL,172.92,1,172.96,4,0,R
5529,2018-01-04,09:30:38.482649,P,AAPL,172.87,2,172.96,1,2,R
5530,2018-01-04,09:30:38.482659,P,AAPL,172.87,2,172.98,2,0,R
5531,2018-01-04,09:30:38.482669,P,AAPL,172.87,2,172.98,1,0,R
5532,2018-01-04,09:30:38.482733,P,AAPL,172.87,2,172.99,1,0,R
5533,2018-01-04,09:30:38.482778,Y,AAPL,172.91,1,172.97,1,0,R
5534,2018-01-04,09:30:38.482782,Z,AAPL,172.89,4,172.95,11,0,R
5535,2018-01-04,09:30:38.482795,Z,AAPL,172.89,4,172.95,1,2,R
5536,2018-01-04,09:30:38.482808,K,AAPL,172.89,4,172.95,1,2,R
5537,2018-01-04,09:30:38.482810,Z,AAPL,172.89,4,172.96,7,0,R
5538,2018-01-04,09:30:38.482866,Y,AAPL,172.92,1,172.97,1,0,R
5539,2018-01-04,09:30:38.482870,Q,AAPL,172.92,1,172.97,4,2,R
5540,2018-01-04,09:30:38.482871,X,AAPL,172.89,4,172.97,4,0,R
5541,2018-01-04,09:30:38.482879,Z,AAPL,172.91,4,172.96,7,0,R
5542,2018-01-04,09:30:38.482901,Z,AAPL,172.91,4,172.96,6,0,R
5543,2018-01-04,09:30:38.485525,P,AAPL,172.92,1,172.99,1,0,R
5544,2018-01-04,09:30:38.512770,Z,AAPL,172.91,4,172.96,6,0,R
5545,2018-01-04,09:30:38.512859,Z,AAPL,172.91,4,172.96,1,0,R
5546,2018-01-04,09:30:38.634339,Y,AAPL,172.92,1,172.98,1,2,R
5547,2018-01-04,09:30:38.652977,B,AAPL,172.9,1,172.95,1,0,R
5548,2018-01-04,09:30:38.667861,B,AAPL,172.9,1,172.97,1,0,R
5549,2018-01-04,09:30:38.667918,Q,AAPL,172.91,4,172.97,4,2,R
5550,2018-01-04,09:30:38.667922,B,AAPL,172.9,1,172.98,1,0,R
5551,2018-01-04,09:30:38.667922,Q,AAPL,172.91,8,172.97,4,0,R
5552,2018-01-04,09:30:38.667956,Q,AAPL,172.91,8,172.96,1,0,R
5553,2018-01-04,09:30:38.667981,X,AAPL,172.89,4,172.98,5,0,R
5554,2018-01-04,09:30:38.667991,Q,AAPL,172.91,8,172.96,2,0,R
5555,2018-01-04,09:30:38.668245,Z,AAPL,172.9,4,172.96,1,0,R
5556,2018-01-04,09:30:38.668298,Z,AAPL,172.91,10,172.96,1,0,R
5557,2018-01-04,09:30:38.668328,Z,AAPL,172.9,4,172.96,1,0,R
5558,2018-01-04,09:30:38.668428,Z,AAPL,172.91,4,172.96,1,0,R
5559,2018-01-04,09:30:38.668436,Z,AAPL,172.9,4,172.96,1,0,R
5560,2018-01-04,09:30:38.668517,Z,AAPL,172.91,5,172.96,1,0,R
5561,2018-01-04,09:30:38.668528,Z,AAPL,172.93,1,172.96,1,2,R
5562,2018-01-04,09:30:38.668599,Y,AAPL,172.93,1,172.98,1,0,R
5563,2018-01-04,09:30:38.668633,X,AAPL,172.94,1,172.98,5,2,R
5564,2018-01-04,09:30:38.668668,Q,AAPL,172.91,8,172.96,1,0,R
5565,2018-01-04,09:30:38.668697,P,AAPL,172.92,1,172.96,1,0,R
5566,2018-01-04,09:30:38.668808,K,AAPL,172.89,4,172.97,4,2,R
5567,2018-01-04,09:30:38.668851,Q,AAPL,172.92,1,172.96,1,2,R
5568,2018-01-04,09:30:38.668887,Q,AAPL,172.92,2,172.96,1,0,R
5569,2018-01-04,09:30:38.668901,K,AAPL,172.92,1,172.97,4,0,R
5570,2018-01-04,09:30:38.668905,J,AAPL,172.92,1,173.17,1,0,R
5571,2018-01-04,09:30:38.668943,Q,AAPL,172.92,6,172.96,1,0,R
5572,2018-01-04,09:30:38.669005,Y,AAPL,172.94,1,172.98,1,0,R
5573,2018-01-04,09:30:38.669039,K,AAPL,172.92,5,172.97,4,0,R
5574,2018-01-04,09:30:38.669044,Q,AAPL,172.92,6,172.97,4,0,R
5575,2018-01-04,09:30:38.669131,B,AAPL,172.96,1,172.98,1,2,R
5576,2018-01-04,09:30:38.669132,P,AAPL,172.92,1,172.99,1,0,R
5577,2018-01-04,09:30:38.669138,Q,AAPL,172.92,6,172.98,5,0,R
5578,2018-01-04,09:30:38.669179,B,AAPL,172.9,1,172.98,1,2,R
5579,2018-01-04,09:30:38.669181,Q,AAPL,172.93,8,172.98,5,0,R
5580,2018-01-04,09:30:38.669197,B,AAPL,172.93,1,172.98,1,0,R
5581,2018-01-04,09:30:38.669227,Z,AAPL,172.93,1,172.97,1,2,R
5582,2018-01-04,09:30:38.669240,K,AAPL,172.96,1,172.97,4,4,R
5583,2018-01-04,09:30:38.669241,B,AAPL,172.9,1,172.98,1,0,R
5584,2018-01-04,09:30:38.669254,B,AAPL,172.93,1,172.98,1,0,R
5585,2018-01-04,09:30:38.669266,B,AAPL,172.93,2,172.98,1,0,R
5586,2018-01-04,09:30:38.669304,X,AAPL,172.93,5,172.98,5,0,R
5587,2018-01-04,09:30:38.669305,Y,AAPL,172.95,1,172.98,1,0,R
5588,2018-01-04,09:30:38.669313,B,AAPL,172.93,1,172.98,1,0,R
5589,2018-01-04,09:30:38.669316,K,AAPL,172.96,1,172.98,5,2,R
5590,2018-01-04,09:30:38.669317,Z,AAPL,172.94,1,172.97,1,0,R
5591,2018-01-04,09:30:38.669338,K,AAPL,172.92,5,172.98,5,2,R
5592,2018-01-04,09:30:38.669339,B,AAPL,172.93,2,172.98,1,0,R
5593,2018-01-04,09:30:38.669357,B,AAPL,172.93,1,172.98,1,0,R
5594,2018-01-04,09:30:38.669364,K,AAPL,172.93,4,172.98,5,0,R
5595,2018-01-04,09:30:38.669381,Y,AAPL,172.95,1,172.99,1,0,R
5596,2018-01-04,09:30:38.669394,Y,AAPL,172.94,1,172.99,1,2,R
5597,2018-01-04,09:30:38.669413,J,AAPL,172.58,1,173.17,1,0,R
5598,2018-01-04,09:30:38.669413,Q,AAPL,172.96,1,172.98,5,2,R
5599,2018-01-04,09:30:38.669415,X,AAPL,172.96,1,172.98,5,0,R
5600,2018-01-04,09:30:38.669486,Q,AAPL,172.96,2,172.98,5,2,R
5601,2018-01-04,09:30:38.669496,P,AAPL,172.94,1,172.99,1,0,R
5602,2018-01-04,09:30:38.669506,Y,AAPL,172.95,1,172.99,1,0,R
5603,2018-01-04,09:30:38.669554,Y,AAPL,172.94,1,172.99,1,0,R
5604,2018-01-04,09:30:38.669558,B,AAPL,172.93,1,172.99,1,0,R
5605,2018-01-04,09:30:38.669565,B,AAPL,172.96,1,172.99,1,0,R
5606,2018-01-04,09:30:38.669587,Q,AAPL,172.96,2,172.98,4,0,R
5607,2018-01-04,09:30:38.669594,Q,AAPL,172.96,1,172.98,4,2,R
5608,2018-01-04,09:30:38.669678,B,AAPL,172.96,2,172.99,1,2,R
5609,2018-01-04,09:30:38.669689,P,AAPL,172.94,2,172.99,1,0,R
5610,2018-01-04,09:30:38.669689,B,AAPL,172.96,1,172.99,1,2,R
5611,2018-01-04,09:30:38.669715,Z,AAPL,172.94,1,172.98,3,2,R
5612,2018-01-04,09:30:38.669719,K,AAPL,172.96,1,172.98,5,2,R
5613,2018-01-04,09:30:38.669763,P,AAPL,172.95,1,172.99,1,0,R
5614,2018-01-04,09:30:38.669781,Q,AAPL,172.96,1,172.99,5,0,R
5615,2018-01-04,09:30:38.669785,Y,AAPL,172.95,1,172.99,1,0,R
5616,2018-01-04,09:30:38.669786,X,AAPL,172.96,1,172.99,4,2,R
5617,2018-01-04,09:30:38.669799,B,AAPL,172.94,1,172.99,1,2,R
5618,2018-01-04,09:30:38.669809,Y,AAPL,172.95,2,172.99,1,0,R
5619,2018-01-04,09:30:38.669811,K,AAPL,172.96,1,172.98,5,0,R
5620,2018-01-04,09:30:38.669821,Z,AAPL,172.94,6,172.98,3,0,R
5621,2018-01-04,09:30:38.669845,P,AAPL,172.95,2,172.99,1,0,R
5622,2018-01-04,09:30:38.669864,Z,AAPL,172.97,1,172.98,3,2,R
5623,2018-01-04,09:30:38.669874,Z,AAPL,172.97,2,172.98,3,2,R
5624,2018-01-04,09:30:38.669916,K,AAPL,172.94,4,172.98,5,0,R
5625,2018-01-04,09:30:38.669930,Z,AAPL,172.97,1,172.98,3,2,R
5626,2018-01-04,09:30:38.669961,Z,AAPL,172.97,1,172.99,6,0,R
5627,2018-01-04,09:30:38.669978,K,AAPL,172.95,5,172.98,5,0,R
5628,2018-01-04,09:30:38.669987,K,AAPL,172.95,5,172.98,1,2,R
5629,2018-01-04,09:30:38.670030,K,AAPL,172.94,4,172.98,1,0,R
5630,2018-01-04,09:30:38.670098,K,AAPL,172.95,5,172.98,1,0,R
5631,2018-01-04,09:30:38.670120,K,AAPL,172.94,4,172.98,1,0,R
5632,2018-01-04,09:30:38.670199,K,AAPL,172.95,4,172.98,1,0,R
5633,2018-01-04,09:30:38.670216,K,AAPL,172.94,4,172.98,1,0,R
5634,2018-01-04,09:30:38.670242,Y,AAPL,172.96,1,172.99,1,0,R
5635,2018-01-04,09:30:38.670245,P,AAPL,172.96,1,172.99,1,0,R
5636,2018-01-04,09:30:38.670253,Q,AAPL,172.95,4,172.99,5,0,R
5637,2018-01-04,09:30:38.670257,X,AAPL,172.95,4,172.99,4,0,R
5638,2018-01-04,09:30:38.670312,K,AAPL,172.95,3,172.98,1,0,R
5639,2018-01-04,09:30:38.670324,K,AAPL,172.94,4,172.98,1,0,R
5640,2018-01-04,09:30:38.670381,P,AAPL,172.96,1,173.08,3,0,R
5641,2018-01-04,09:30:38.670415,K,AAPL,172.95,3,172.98,1,0,R
5642,2018-01-04,09:30:38.670424,K,AAPL,172.94,4,172.98,1,0,R
5643,2018-01-04,09:30:38.670445,P,AAPL,172.96,1,173.08,2,0,R
5644,2018-01-04,09:30:38.670483,Y,AAPL,172.97,1,172.99,1,0,R
5645,2018-01-04,09:30:38.670512,K,AAPL,172.95,4,172.98,1,0,R
5646,2018-01-04,09:30:38.670523,K,AAPL,172.94,4,172.98,1,0,R
5647,2018-01-04,09:30:38.670565,Z,AAPL,172.97,1,172.99,5,0,R
5648,2018-01-04,09:30:38.670623,K,AAPL,172.94,4,172.99,5,2,R
5649,2018-01-04,09:30:38.670721,K,AAPL,172.95,1,172.99,5,0,R
5650,2018-01-04,09:30:38.670730,K,AAPL,172.94,4,172.99,5,0,R
5651,2018-01-04,09:30:38.670732,J,AAPL,172.95,1,173.17,1,0,R
5652,2018-01-04,09:30:38.670742,J,AAPL,172.58,1,173.17,1,0,R
5653,2018-01-04,09:30:38.670807,Y,AAPL,172.97,1,173.0,1,0,R
5654,2018-01-04,09:30:38.670828,K,AAPL,172.95,4,172.99,5,0,R
5655,2018-01-04,09:30:38.670837,K,AAPL,172.94,4,172.99,5,0,R
5656,2018-01-04,09:30:38.670922,K,AAPL,172.95,4,172.99,5,0,R
5657,2018-01-04,09:30:38.670935,K,AAPL,172.94,4,172.99,5,0,R
5658,2018-01-04,09:30:38.670958,B,AAPL,172.94,1,173.0,1,0,R
5659,2018-01-04,09:30:38.671009,P,AAPL,172.96,2,173.08,2,0,R
5660,2018-01-04,09:30:38.671016,K,AAPL,172.95,3,172.99,5,0,R
5661,2018-01-04,09:30:38.671020,P,AAPL,172.96,1,173.08,2,0,R
5662,2018-01-04,09:30:38.671058,K,AAPL,172.94,4,172.99,5,0,R
5663,2018-01-04,09:30:38.671135,K,AAPL,172.95,3,172.99,5,0,R
5664,2018-01-04,09:30:38.671146,K,AAPL,172.94,4,172.99,5,0,R
5665,2018-01-04,09:30:38.671484,Q,AAPL,172.95,4,172.99,4,0,R
5666,2018-01-04,09:30:38.671808,Z,AAPL,172.98,1,172.99,5,2,R
5667,2018-01-04,09:30:38.671870,X,AAPL,172.95,4,173.0,4,0,R
5668,2018-01-04,09:30:38.671876,Y,AAPL,172.98,1,173.0,1,0,R
5669,2018-01-04,09:30:38.671932,Q,AAPL,172.95,4,173.0,146,0,R
5670,2018-01-04,09:30:38.671934,Q,AAPL,172.95,4,173.0,142,0,R
5671,2018-01-04,09:30:38.671966,B,AAPL,172.98,1,173.0,1,0,R
5672,2018-01-04,09:30:38.672006,Z,AAPL,172.98,1,173.0,4,2,R
5673,2018-01-04,09:30:38.672008,K,AAPL,172.94,4,173.0,15,2,R
5674,2018-01-04,09:30:38.672052,V,AAPL,172.96,1,173.81,1,0,R
5675,2018-01-04,09:30:38.672116,Z,AAPL,172.98,1,173.0,3,0,R
5676,2018-01-04,09:30:38.672245,P,AAPL,172.96,1,173.08,1,0,R
5677,2018-01-04,09:30:38.672279,Q,AAPL,172.99,1,173.0,142,4,R
5678,2018-01-04,09:30:38.672311,B,AAPL,172.99,1,173.0,1,0,R
5679,2018-01-04,09:30:38.672315,Q,AAPL,172.95,4,173.0,142,2,R
5680,2018-01-04,09:30:38.672323,Q,AAPL,172.96,5,173.0,142,0,R
5681,2018-01-04,09:30:38.672337,B,AAPL,172.99,1,173.01,1,0,R
5682,2018-01-04,09:30:38.672339,Q,AAPL,172.96,5,172.99,1,2,R
5683,2018-01-04,09:30:38.672344,Q,AAPL,172.96,5,172.99,2,2,R
5684,2018-01-04,09:30:38.672358,Q,AAPL,172.95,4,172.99,2,0,R
5685,2018-01-04,09:30:38.672363,Q,AAPL,172.96,1,172.99,2,0,R
5686,2018-01-04,09:30:38.672379,K,AAPL,172.94,4,173.0,14,0,R
5687,2018-01-04,09:30:38.672386,B,AAPL,172.98,1,173.01,1,2,R
5688,2018-01-04,09:30:38.672389,B,AAPL,172.98,1,173.0,1,0,R
5689,2018-01-04,09:30:38.672396,Q,AAPL,172.97,8,172.99,2,0,R
5690,2018-01-04,09:30:38.672412,B,AAPL,172.98,1,173.01,1,0,R
5691,2018-01-04,09:30:38.672450,Q,AAPL,172.96,4,172.99,2,0,R
