,DateTime,Time,EX,SYM_ROOT,BID,BIDSIZ,ASK,ASKSIZ,NATBBO_IND,QU_COND
2127,2018-01-04,09:29:59.905597,Q,AAPL,172.71,14,172.8,17,4,R
2128,2018-01-04,09:29:59.905600,Q,AAPL,172.6,51,172.8,17,2,R
2129,2018-01-04,09:29:59.905668,Q,AAPL,172.6,51,172.71,1,2,R
2130,2018-01-04,09:29:59.905935,Y,AAPL,172.52,1,172.93,1,0,R
2131,2018-01-04,09:29:59.905952,Z,AAPL,172.37,3,173.17,3,0,R
2132,2018-01-04,09:29:59.905953,J,AAPL,172.48,1,172.98,1,0,R
2133,2018-01-04,09:29:59.905969,K,AAPL,172.51,1,173.0,1,0,R
2134,2018-01-04,09:29:59.906162,Q,AAPL,172.6,51,172.8,17,2,R
2135,2018-01-04,09:29:59.906209,Q,AAPL,172.6,51,172.71,1,2,R
2136,2018-01-04,09:29:59.906466,Y,AAPL,172.52,1,172.93,1,0,R
2137,2018-01-04,09:29:59.906467,Z,AAPL,172.37,3,173.17,3,0,R
2138,2018-01-04,09:29:59.906472,J,AAPL,172.48,1,172.98,1,0,R
2139,2018-01-04,09:29:59.906475,K,AAPL,172.51,1,173.0,1,0,R
2140,2018-01-04,09:29:59.907875,Z,AAPL,172.37,3,173.17,3,0,R
2141,2018-01-04,09:30:00.002440,V,AAPL,172.24,1,173.28,1,0,R
2142,2018-01-04,09:30:00.007893,Z,AAPL,172.25,3,173.17,3,0,R
2143,2018-01-04,09:30:00.008077,Z,AAPL,172.25,3,173.17,3,0,R
2144,2018-01-04,09:30:00.114854,P,AAPL,172.54,2,172.89,5,2,R
2145,2018-01-04,09:30:00.162143,V,AAPL,169.33,3,173.28,1,0,R
2146,2018-01-04,09:30:00.179964,P,AAPL,172.63,1,172.89,5,2,R
2147,2018-01-04,09:30:00.192815,Q,AAPL,172.6,51,172.71,2,2,R
2148,2018-01-04,09:30:00.199609,Z,AAPL,172.25,3,173.17,3,0,R
2149,2018-01-04,09:30:00.216050,X,AAPL,172.64,1,172.95,10,2,R
2150,2018-01-04,09:30:00.217465,V,AAPL,169.33,3,173.79,1,0,R
2151,2018-01-04,09:30:00.226312,K,AAPL,172.51,1,173.0,1,0,R
2152,2018-01-04,09:30:00.227268,Y,AAPL,165.84,1,172.93,1,0,R
2153,2018-01-04,09:30:00.227995,V,AAPL,169.33,3,176.25,3,0,R
2154,2018-01-04,09:30:00.242036,Z,AAPL,172.25,3,173.17,3,0,R
2155,2018-01-04,09:30:00.242303,X,AAPL,172.46,6,172.95,10,2,R
2156,2018-01-04,09:30:00.242620,J,AAPL,165.84,1,172.98,1,0,R
2157,2018-01-04,09:30:00.258104,Z,AAPL,172.25,3,172.7,1,2,R
2158,2018-01-04,09:30:00.265703,Z,AAPL,172.25,3,173.17,3,2,R
2159,2018-01-04,09:30:00.265811,Y,AAPL,165.84,1,172.93,1,0,R
2160,2018-01-04,09:30:00.295796,Y,AAPL,165.84,1,172.93,1,0,R
2161,2018-01-04,09:30:00.419196,X,AAPL,172.46,6,172.67,1,2,R
2162,2018-01-04,09:30:00.419537,X,AAPL,172.46,6,172.95,10,2,R
2163,2018-01-04,09:30:00.426891,Q,AAPL,172.63,5,172.71,2,4,R
2164,2018-01-04,09:30:00.428479,Q,AAPL,172.63,6,172.71,2,4,R
2165,2018-01-04,09:30:00.430316,Q,AAPL,172.63,7,172.71,2,4,R
2166,2018-01-04,09:30:00.454717,Z,AAPL,172.25,3,173.17,3,0,R
2167,2018-01-04,09:30:00.474096,B,AAPL,165.84,1,173.11,2,0,R
2168,2018-01-04,09:30:00.474101,B,AAPL,165.84,1,179.71,1,0,R
2169,2018-01-04,09:30:00.474214,J,AAPL,165.84,1,179.71,3,0,R
2170,2018-01-04,09:30:00.474285,Y,AAPL,165.84,1,179.71,2,0,R
2171,2018-01-04,09:30:00.474439,M,AAPL,0.0,0,172.99,1,0,Y
2172,2018-01-04,09:30:00.474460,M,AAPL,0.0,0,0.0,0,0,R
2173,2018-01-04,09:30:00.474814,A,AAPL,0.0,0,173.0,1,0,R
2174,2018-01-04,09:30:00.474851,A,AAPL,0.0,0,0.0,0,0,R
2175,2018-01-04,09:30:00.492765,Q,AAPL,172.63,7,172.71,3,4,R
2176,2018-01-04,09:30:00.505282,P,AAPL,172.71,1,172.89,5,2,R
2177,2018-01-04,09:30:00.505380,P,AAPL,172.63,1,172.89,5,2,R
2178,2018-01-04,09:30:00.515884,Y,AAPL,172.57,1,179.71,2,0,R
2179,2018-01-04,09:30:00.522023,Q,AAPL,172.63,7,172.71,2,4,R
2180,2018-01-04,09:30:00.522087,Q,AAPL,172.63,7,172.71,1,4,R
2181,2018-01-04,09:30:00.522090,Q,AAPL,172.63,7,172.8,17,4,R
2182,2018-01-04,09:30:00.523104,K,AAPL,172.51,1,173.0,1,0,R
2183,2018-01-04,09:30:00.523210,Z,AAPL,172.61,1,173.17,3,0,R
2184,2018-01-04,09:30:00.523694,Y,AAPL,172.57,1,179.71,2,0,R
2185,2018-01-04,09:30:00.524159,Q,AAPL,172.63,7,172.71,1,4,R
